"","BNP.PA.Open","BNP.PA.High","BNP.PA.Low","BNP.PA.Close","BNP.PA.Volume","BNP.PA.Adjusted"
"499",57.8899993896484,57.9700012207031,57.2099990844727,57.4199981689453,2108997,42.5739135742188
"500",57.1199989318848,57.4900016784668,56.3400001525879,56.7099990844727,2229668,42.0474853515625
"501",56.7999992370605,57.0699996948242,55.7999992370605,56,1999697,41.5210571289062
"502",56.2900009155273,56.4700012207031,55.5499992370605,56.0900001525879,2791044,41.5877876281738
"503",56.2799987792969,56.560001373291,55.7299995422363,55.8899993896484,2114058,41.4394989013672
"504",56.7299995422363,57.9799995422363,56.3400001525879,56.9599990844727,3846669,42.2328491210938
"505",56.8600006103516,57.3899993896484,55.5699996948242,56.1699981689453,6650342,41.6471061706543
"506",56.7000007629395,57.0699996948242,55.5499992370605,56.4199981689453,3470703,41.8324661254883
"507",57.6199989318848,58.9199981689453,57.1599998474121,58.8600006103516,3520999,43.6415977478027
"508",58.7999992370605,59.4500007629395,58.439998626709,59.3499984741211,2012595,44.0049095153809
"509",59.7999992370605,60.3199996948242,59.4099998474121,60,2387034,44.4868469238281
"510",59.8699989318848,60.2099990844727,59.75,59.75,450529,44.3014869689941
"511",59.5299987792969,60.560001373291,59.2200012207031,60.3800010681152,1149917,44.7686042785645
"512",60.4199981689453,60.9799995422363,60.3899993896484,60.8199996948242,1517534,45.0948371887207
"513",60.6800003051758,60.9000015258789,60.439998626709,60.7099990844727,1411777,45.0132751464844
"514",60.7000007629395,60.939998626709,60.5200004577637,60.6699981689453,1538504,44.9836158752441
"515",60.2000007629395,60.7900009155273,60.0200004577637,60.7700004577637,407780,45.0577621459961
"516",61.1100006103516,61.4900016784668,61,61.2000007629395,2177649,45.3765869140625
"517",61.6800003051758,63.7400016784668,61.6500015258789,63.25,3614427,46.896556854248
"518",63.5099983215332,64.2699966430664,63.3300018310547,63.3300018310547,3910434,46.955867767334
"519",62.9799995422363,64.3300018310547,62.7999992370605,64.1900024414062,3645405,47.5935173034668
"520",64,64.5199966430664,63.5900001525879,64.5,3446590,47.8233604431152
"521",64.6999969482422,64.9000015258789,63.8300018310547,64,3137609,47.4526405334473
"522",64.2600021362305,64.5999984741211,63.6199989318848,64.3600006103516,2376607,47.7195587158203
"523",64.8499984741211,65.6600036621094,64.6900024414062,65.3300018310547,3191797,48.4387664794922
"524",65.25,66.9599990844727,65.120002746582,66.9599990844727,3697141,49.6473236083984
"525",66.3499984741211,66.7399978637695,65.5899963378906,66.3000030517578,3351548,49.1579704284668
"526",67,67.1500015258789,65.9599990844727,66.0500030517578,2175118,48.9726104736328
"527",65.6900024414062,66.7099990844727,65.370002746582,66.0100021362305,2583320,48.9429512023926
"528",65.6900024414062,66.2200012207031,65.0299987792969,65.4000015258789,3220620,48.4906692504883
"529",65,65.7399978637695,63.0900001525879,64.1100006103516,3365869,47.5341987609863
"530",63.2599983215332,63.560001373291,61.8600006103516,62.439998626709,4637406,46.2959823608398
"531",62.1800003051758,62.5499992370605,59.3499984741211,60.0999984741211,4598614,44.5609931945801
"532",60.8800010681152,62.1699981689453,60.4900016784668,62.060001373291,3903495,46.0142288208008
"533",62.7999992370605,64.6800003051758,62.7099990844727,63.9500007629395,3592168,47.4155693054199
"534",63.3699989318848,65.6999969482422,63.3199996948242,64.5,4330710,47.8233604431152
"535",64.1100006103516,64.25,61.9900016784668,62.7799987792969,4386592,46.5480690002441
"536",63.5099983215332,63.5999984741211,62.4000015258789,63,3259697,46.7111930847168
"537",63.8400001525879,64.2900009155273,63.2999992370605,64.2200012207031,2627765,47.6157569885254
"538",64.6999969482422,64.6999969482422,62.5400009155273,63.4700012207031,4933764,47.0596694946289
"539",63.2900009155273,64.1800003051758,62.4199981689453,63.6399993896484,4685476,47.185718536377
"540",66,66.8099975585938,63.8699989318848,64.3000030517578,5753921,47.6750755310059
"541",65,65.8899993896484,63.9199981689453,65.6900024414062,4012413,48.7056846618652
"542",63.25,66.5599975585938,62.7599983215332,66,5928287,48.9355354309082
"543",66.4499969482422,66.8199996948242,65.1900024414062,66.7099990844727,4639837,49.4619636535645
"544",66.9400024414062,68.0699996948242,66.4100036621094,66.5599975585938,4697568,49.3507461547852
"545",65.7200012207031,65.879997253418,63.7200012207031,64.9000015258789,5486958,48.119945526123
"546",62.6100006103516,62.7000007629395,61.0800018310547,61.75,5870770,45.7843818664551
